#ID                             RA                DEC
UVUDF_16                 53.1645966 -27.83115894
Guo_31038                53.0694542 -27.78899570
Guo_31067                53.0732231 -27.78823280
Guo_31082                53.0668678 -27.78779410
Guo_31083                53.0871735 -27.78775410
Guo_31110                53.1181297 -27.78718380
Guo_31150                53.1129303 -27.78615760
Guo_31198                53.1557655 -27.78497120
Guo_31207                53.1343994 -27.78478810
Guo_31225                53.1145058 -27.78421780
Guo_31269                53.1059303 -27.78303910
Guo_31279                53.1399345 -27.78282930
Guo_31306                53.1527367 -27.78234480
Guo_31340                53.1208344 -27.78152470
Guo_31344                53.1302185 -27.78149410
Guo_31350                53.1546745 -27.78132440
Guo_31356                53.1519165 -27.78125190
Guo_31364                53.0868835 -27.78103070
Guo_31406                53.1493645 -27.78030590
Guo_31423                53.1155891 -27.77991870
Guo_31477                53.1259956 -27.77902790
Guo_31499                53.1288986 -27.77861020
Guo_31506                53.0616341 -27.77838520
Guo_31553                53.1231308 -27.77721210
Guo_31576                53.1265907 -27.77668570
Guo_31589                53.0763855 -27.77644350
Guo_31595                53.1506615 -27.77636530
Guo_31623                53.1176567 -27.77569770
Guo_31645                53.1294403 -27.77520940
Guo_31666                53.0661545 -27.77470210
Guo_31673                53.0831413 -27.77457810
Guo_31695                53.1297379 -27.77419470
Guo_31699                53.1082764 -27.77404400
Guo_31764                53.0645065 -27.77246670
Guo_31792                53.0662613 -27.77174570
Guo_31845                53.0768127 -27.77061080
Guo_31865                53.0881004 -27.77018740
Guo_31866                53.0771561 -27.77018740
Guo_31880                53.1377449 -27.76997950
Guo_31910                53.1408272 -27.76923940
Guo_31915                53.1183777 -27.76910210
Guo_31916                53.1026878 -27.76904680
Guo_31989                53.0936356 -27.76719090
Guo_32024                53.1287766 -27.76618000
Guo_32056                53.1402855 -27.76546290
Guo_32121                53.0624542 -27.76400180
Guo_32141                53.0676422 -27.76350210
Guo_32187                53.1356621 -27.76218410
Guo_32188                53.1355820 -27.76228330
Guo_32190                53.0844727 -27.76213070
Guo_32197                53.1383133 -27.76210020
Guo_32202                53.0862312 -27.76189230
Guo_32224                53.1038284 -27.76130290
Guo_32227                53.1438599 -27.76116940
Guo_32238                53.0959435 -27.76089100
Guo_32244                53.0824547 -27.76074030
Guo_32251                53.0680237 -27.76058580
Guo_32255                53.0825081 -27.76054760
Guo_32303                53.0889969 -27.75912670
Guo_32313                53.1323700 -27.75889970
Guo_32324                53.0935097 -27.75861360
Guo_32332                53.1416359 -27.75869940
Guo_32349                53.0832329 -27.75799750
Guo_32350                53.0837288 -27.75819780
Guo_32361                53.1320190 -27.75771330
Guo_32362                53.0928535 -27.75770190
Guo_32388                53.0827866 -27.75698850
Guo_32455                53.1030502 -27.75481410
Guo_32594                53.1021805 -27.75099370
Guo_32682                53.1179962 -27.74840930
Yan10Ydrop-SD05          53.1522167 -27.79729389
Yan10Ydrop-SD15          53.1600375 -27.79030500
Yan10Ydrop-SD52          53.1617042 -27.78783000
Yan10Jdrop-C008          53.1635500 -27.80072306
Yan10Jdrop-C027          53.1461375 -27.79463611
Yan10Jdrop-C020          53.1588625 -27.79578306
Yan10Jdrop-C051          53.1572417 -27.78469111
Yan10Jdrop-C114          53.1465333 -27.77999500
Yan10Jdrop-C103          53.1459042 -27.77779806
Yan10Jdrop-C030          53.1527000 -27.79354389
Yan10Jdrop-C066          53.1603875 -27.78016889
Yan10Jdrop-C106          53.1524250 -27.77815694
Yan10Jdrop-C056          53.1566167 -27.78290306
Yan10Jdrop-C034          53.1635625 -27.79326611
Coe_11                   53.1646881 -27.82881165
Coe_26                   53.1669731 -27.82761765
Coe_32                   53.1657600 -27.82720947
Coe_37                   53.1654739 -27.82712746
Coe_42                   53.1627846 -27.82689285
Coe_58                   53.1604767 -27.82641602
Coe_66                   53.1611328 -27.82600975
Coe_69                   53.1672821 -27.82588959
Coe_73                   53.1609535 -27.82564354
Coe_81                   53.1623764 -27.82534027
Coe_105                  53.1575127 -27.82452965
Coe_127                  53.1670494 -27.82395172
Coe_155                  53.1660690 -27.82347679
Coe_159                  53.1668816 -27.82349396
Coe_172                  53.1718254 -27.82333183
Coe_182                  53.1663971 -27.82304764
Coe_200                  53.1650620 -27.82277870
Coe_203                  53.1690292 -27.82278633
Coe_219                  53.1647720 -27.82252693
Coe_227                  53.1715050 -27.82238007
Coe_231                  53.1631050 -27.82233810
Coe_263                  53.1721954 -27.82181931
Coe_273                  53.1606369 -27.82165337
Coe_274                  53.1627693 -27.82158661
Coe_277                  53.1660919 -27.82143593
Coe_282                  53.1569290 -27.82141113
Coe_305                  53.1673317 -27.82114983
Coe_311                  53.1578102 -27.82107925
Coe_315                  53.1631317 -27.82097054
Coe_316                  53.1625900 -27.82099915
Coe_331                  53.1652565 -27.82074928
Coe_333                  53.1659164 -27.82073402
Coe_334                  53.1675491 -27.82067871
Coe_339                  53.1683426 -27.82062912
Coe_356                  53.1699944 -27.82045746
Coe_377                  53.1691132 -27.82019424
Coe_385                  53.1668015 -27.82002449
Coe_391                  53.1749687 -27.81998634
Coe_394                  53.1565056 -27.81964302
Coe_412                  53.1616249 -27.81878471
Coe_417                  53.1597977 -27.81958008
Coe_419                  53.1699333 -27.81958008
Coe_427                  53.1727562 -27.81945419
Coe_440                  53.1584396 -27.81922531
Coe_449                  53.1665382 -27.81919289
Coe_453                  53.1514816 -27.81908417
Coe_455                  53.1691894 -27.81910706
Coe_458                  53.1555595 -27.81901741
Coe_464                  53.1590195 -27.81898689
Coe_468                  53.1688042 -27.81890106
Coe_474                  53.1695976 -27.81867599
Coe_492                  53.1750488 -27.81870651
Coe_494                  53.1570473 -27.81871223
Coe_516                  53.1496391 -27.81846809
Coe_526                  53.1752129 -27.81838989
Coe_537                  53.1675911 -27.81833267
Coe_541                  53.1592941 -27.81819534
Coe_545                  53.1682434 -27.81818008
Coe_550                  53.1523972 -27.81807518
Coe_563                  53.1542015 -27.81791878
Coe_564                  53.1599236 -27.81787300
Coe_568                  53.1629105 -27.81783676
Coe_578                  53.1511231 -27.81781387
Coe_581                  53.1749306 -27.81771088
Coe_590                  53.1621132 -27.81770897
Coe_596                  53.1703377 -27.81765175
Coe_629                  53.1549530 -27.81738091
Coe_632                  53.1531753 -27.81731033
Coe_634                  53.1587868 -27.81728745
Coe_650                  53.1711350 -27.81712914
Coe_655                  53.1552849 -27.81704903
Coe_676                  53.1488457 -27.81685066
Coe_709                  53.1512718 -27.81656647
Coe_718                  53.1510429 -27.81652641
Coe_728                  53.1740685 -27.81639671
Coe_730                  53.1738663 -27.81642914
Coe_738                  53.1557884 -27.81629753
Coe_775                  53.1719742 -27.81588173
Coe_783                  53.1672020 -27.81575584
Coe_795                  53.1526604 -27.81570625
Coe_802                  53.1562843 -27.81555367
Coe_809                  53.1584969 -27.81546402
Coe_828                  53.1572456 -27.81516266
Coe_837                  53.1670685 -27.81525803
Coe_850                  53.1639786 -27.81502533
Coe_851                  53.1722221 -27.81514549
Coe_852                  53.1547928 -27.81514168
Coe_856                  53.1614571 -27.81505585
Coe_860                  53.1559105 -27.81503677
Coe_882                  53.1699371 -27.81470108
Coe_886                  53.1695900 -27.81464577
Coe_892                  53.1492233 -27.81463623
Coe_897                  53.1592636 -27.81454468
Coe_920                  53.1596489 -27.81429482
Coe_922                  53.1459122 -27.81421661
Coe_928                  53.1644783 -27.81410980
Coe_931                  53.1599350 -27.81409454
Coe_1015                 53.1543236 -27.81327057
Coe_1017                 53.1582336 -27.81316948
Coe_1032                 53.1560326 -27.81307602
Coe_1036                 53.1709976 -27.81308556
Coe_1053                 53.1451073 -27.81238747
Coe_1055                 53.1612282 -27.81267166
Coe_1067                 53.1466408 -27.81277275
Coe_1075                 53.1541939 -27.81273270
Coe_1110                 53.1650391 -27.81221962
Coe_1116                 53.1654472 -27.81228638
Coe_1124                 53.1723328 -27.81217575
Coe_1127                 53.1599998 -27.81217194
Coe_1134                 53.1516151 -27.81214523
Coe_1138                 53.1655540 -27.81206894
Coe_1148                 53.1494598 -27.81180763
Coe_1155                 53.1455116 -27.81184006
Coe_1156                 53.1673470 -27.81171799
Coe_1172                 53.1470947 -27.81174469
Coe_1177                 53.1687050 -27.81172943
Coe_1184                 53.1731644 -27.81164551
Coe_1187                 53.1448517 -27.81157303
Coe_1194                 53.1718636 -27.81151390
Coe_1204                 53.1520882 -27.81139755
Coe_1207                 53.1764030 -27.81141663
Coe_1215                 53.1636887 -27.81124496
Coe_1222                 53.1546669 -27.81119347
Coe_1244                 53.1696587 -27.81077385
Coe_1325                 53.1430931 -27.81039238
Coe_1327                 53.1546631 -27.81035805
Coe_1340                 53.1609306 -27.81023407
Coe_1364                 53.1466827 -27.81003571
Coe_1391                 53.1736069 -27.80985451
Coe_1401                 53.1597061 -27.80968475
Coe_1409                 53.1516075 -27.80958366
Coe_1424                 53.1496773 -27.80955505
Coe_1434                 53.1745033 -27.80933762
Coe_1436                 53.1743202 -27.80934525
Coe_1443                 53.1424942 -27.80941200
Coe_1465                 53.1570587 -27.80920219
Coe_1466                 53.1499023 -27.80925369
Coe_1552                 53.1759415 -27.80871391
Coe_1558                 53.1588211 -27.80869675
Coe_1563                 53.1494446 -27.80866241
Coe_1565                 53.1679535 -27.80857849
Coe_1594                 53.1732559 -27.80844879
Coe_1614                 53.1425667 -27.80832672
Coe_1633                 53.1661797 -27.80826569
Coe_1648                 53.1400490 -27.80805588
Coe_1653                 53.1672592 -27.80808258
Coe_1680                 53.1496353 -27.80788422
Coe_1691                 53.1452141 -27.80785942
Coe_1706                 53.1573563 -27.80777168
Coe_1714                 53.1582909 -27.80771065
Coe_1719                 53.1497765 -27.80764008
Coe_1758                 53.1669693 -27.80728149
Coe_1762                 53.1692009 -27.80727768
Coe_1782                 53.1399574 -27.80719376
Coe_1786                 53.1619873 -27.80719566
Coe_1791                 53.1447945 -27.80718231
Coe_1801                 53.1376991 -27.80706787
Coe_1832                 53.1472931 -27.80698967
Coe_1835                 53.1710701 -27.80694580
Coe_1839                 53.1649475 -27.80694008
Coe_1840                 53.1717949 -27.80680084
Coe_1841                 53.1551743 -27.80691528
Coe_1845                 53.1439400 -27.80679703
Coe_1855                 53.1722450 -27.80679321
Coe_1899                 53.1422653 -27.80657578
Coe_1909                 53.1713066 -27.80650711
Coe_1918                 53.1528893 -27.80652237
Coe_1927                 53.1617355 -27.80645752
Coe_1946                 53.1385803 -27.80628204
Coe_1989                 53.1494942 -27.80609894
Coe_2066                 53.1404839 -27.80563545
Coe_2086                 53.1552772 -27.80547333
Coe_2091                 53.1555252 -27.80546761
Coe_2095                 53.1361732 -27.80544090
Coe_2125                 53.1454392 -27.80526352
Coe_2137                 53.1423111 -27.80520821
Coe_2141                 53.1644630 -27.80519295
Coe_2152                 53.1425400 -27.80512238
Coe_2168                 53.1464882 -27.80504227
Coe_2198                 53.1476135 -27.80489540
Coe_2209                 53.1399460 -27.80478668
Coe_2237                 53.1348915 -27.80458832
Coe_2238                 53.1465225 -27.80464745
Coe_2273                 53.1509399 -27.80447197
Coe_2277                 53.1539917 -27.80441856
Coe_2320                 53.1726456 -27.80419922
Coe_2321                 53.1429062 -27.80422974
Coe_2337                 53.1533775 -27.80414200
Coe_2383                 53.1395912 -27.80392456
Coe_2386                 53.1749306 -27.80388451
Coe_2406                 53.1474342 -27.80373955
Coe_2433                 53.1671219 -27.80359268
Coe_2445                 53.1612206 -27.80288887
Coe_2453                 53.1587563 -27.80347633
Coe_2470                 53.1406136 -27.80335999
Coe_2471                 53.1388092 -27.80339813
Coe_2477                 53.1491661 -27.80320930
Coe_2479                 53.1603584 -27.80339241
Coe_2483                 53.1401749 -27.80335426
Coe_2494                 53.1468925 -27.80324936
Coe_2501                 53.1515274 -27.80300331
Coe_2504                 53.1418152 -27.80321884
Coe_2515                 53.1488953 -27.80311394
Coe_2536                 53.1610184 -27.80307961
Coe_2571                 53.1375389 -27.80278587
Coe_2578                 53.1467476 -27.80271339
Coe_2580                 53.1554451 -27.80277252
Coe_2583                 53.1550941 -27.80271721
Coe_2621                 53.1467056 -27.80256844
Coe_2626                 53.1308250 -27.80254364
Coe_2683                 53.1341057 -27.80216599
Coe_2691                 53.1369171 -27.80216217
Coe_2700                 53.1459923 -27.80219650
Coe_2720                 53.1719627 -27.80210876
Coe_2741                 53.1517258 -27.80199242
Coe_2749                 53.1309319 -27.80189514
Coe_2769                 53.1326332 -27.80177116
Coe_2771                 53.1583099 -27.80179024
Coe_2772                 53.1495972 -27.80177879
Coe_2775                 53.1484757 -27.80178070
Coe_2794                 53.1494408 -27.80170250
Coe_2800                 53.1450615 -27.80160713
Coe_2808                 53.1310654 -27.80155373
Coe_2814                 53.1399384 -27.80156708
Coe_2833                 53.1618195 -27.80143738
Coe_2834                 53.1499176 -27.80138588
Coe_2853                 53.1376877 -27.79996490
Coe_2863                 53.1436615 -27.80133057
Coe_2865                 53.1388168 -27.80131912
Coe_2904                 53.1417961 -27.80113220
Coe_2905                 53.1408501 -27.80115318
Coe_2917                 53.1711617 -27.80094337
Coe_2920                 53.1664200 -27.80103683
Coe_2924                 53.1352234 -27.80104256
Coe_2983                 53.1577339 -27.80076027
Coe_3000                 53.1412735 -27.80065918
Coe_3023                 53.1451721 -27.80057144
Coe_3054                 53.1555824 -27.80027771
Coe_3057                 53.1271896 -27.80035591
Coe_3061                 53.1348953 -27.80027199
Coe_3080                 53.1431045 -27.80023003
Coe_3096                 53.1420898 -27.80017853
Coe_3103                 53.1403542 -27.80015564
Coe_3132                 53.1461067 -27.80001450
Coe_3149                 53.1517601 -27.79985809
Coe_3152                 53.1668549 -27.79991531
Coe_3170                 53.1359558 -27.79981613
Coe_3195                 53.1734200 -27.79959297
Coe_3199                 53.1722603 -27.79963303
Coe_3211                 53.1398048 -27.79957390
Coe_3233                 53.1503639 -27.79940224
Coe_3242                 53.1377029 -27.79932594
Coe_3279                 53.1621361 -27.79922867
Coe_3283                 53.1418877 -27.79917526
Coe_3287                 53.1407852 -27.79916191
Coe_3290                 53.1516457 -27.79917908
Coe_3293                 53.1565819 -27.79911613
Coe_3305                 53.1316681 -27.79909515
Coe_3329                 53.1313171 -27.79884911
Coe_3348                 53.1428108 -27.79890442
Coe_3370                 53.1411819 -27.79871368
Coe_3383                 53.1543732 -27.79876709
Coe_3403                 53.1426468 -27.79863358
Coe_3405                 53.1382103 -27.79862213
Coe_3409                 53.1509552 -27.79851913
Coe_3415                 53.1427574 -27.79861450
Coe_3432                 53.1576347 -27.79831123
Coe_3447                 53.1285820 -27.79848099
Coe_3489                 53.1494064 -27.79820061
Coe_3500                 53.1575088 -27.79807091
Coe_3531                 53.1517754 -27.79798698
Coe_3563                 53.1510506 -27.79797173
Coe_3590                 53.1403732 -27.79790688
Coe_3631                 53.1275177 -27.79764175
Coe_3635                 53.1414146 -27.79763603
Coe_3660                 53.1480484 -27.79750633
Coe_3715                 53.1283684 -27.79729080
Coe_3732                 53.1513023 -27.79713821
Coe_3761                 53.1700096 -27.79692841
Coe_3788                 53.1704979 -27.79682922
Coe_3795                 53.1586685 -27.79675484
Coe_3820                 53.1420326 -27.79676056
Coe_3854                 53.1601562 -27.79652786
Coe_3861                 53.1435127 -27.79663658
Coe_3864                 53.1455879 -27.79660416
Coe_3866                 53.1401863 -27.79653931
Coe_3870                 53.1682625 -27.79652405
Coe_3886                 53.1510925 -27.79637146
Coe_3892                 53.1416855 -27.79648781
Coe_3908                 53.1246147 -27.79646683
Coe_3928                 53.1361389 -27.79623604
Coe_3965                 53.1567459 -27.79615021
Coe_3966                 53.1332398 -27.79619598
Coe_3980                 53.1347618 -27.79613304
Coe_3989                 53.1224518 -27.79611778
Coe_4019                 53.1283951 -27.79603004
Coe_4022                 53.1446266 -27.79598045
Coe_4026                 53.1293984 -27.79597092
Coe_4068                 53.1303177 -27.79576111
Coe_4114                 53.1373978 -27.79550171
Coe_4151                 53.1416931 -27.79549408
Coe_4163                 53.1494217 -27.79533958
Coe_4204                 53.1703033 -27.79524803
Coe_4217                 53.1661987 -27.79521370
Coe_4227                 53.1631661 -27.79512978
Coe_4234                 53.1370506 -27.79517174
Coe_4237                 53.1506386 -27.79511070
Coe_4281                 53.1356697 -27.79488373
Coe_4286                 53.1680374 -27.79491043
Coe_4300                 53.1260033 -27.79486465
Coe_4336                 53.1248360 -27.79469490
Coe_4385                 53.1315460 -27.79455376
Coe_4386                 53.1234245 -27.79454994
Coe_4437                 53.1620369 -27.79434776
Coe_4452                 53.1245727 -27.79414940
Coe_4457                 53.1572685 -27.79424667
Coe_4477                 53.1201172 -27.79420471
Coe_4485                 53.1704826 -27.79417801
Coe_4490                 53.1249428 -27.79410934
Coe_4550                 53.1589279 -27.79395676
Coe_4590                 53.1261330 -27.79373550
Coe_4631                 53.1199188 -27.79360199
Coe_4659                 53.1210785 -27.79342651
Coe_4676                 53.1245308 -27.79337502
Coe_4677                 53.1339340 -27.79337502
Coe_4711                 53.1643524 -27.79321480
Coe_4719                 53.1660500 -27.79314995
Coe_4720                 53.1444969 -27.79317093
Coe_4737                 53.1201973 -27.79310036
Coe_4739                 53.1533470 -27.79308891
Coe_4778                 53.1274528 -27.79294395
Coe_4797                 53.1344070 -27.79288292
Coe_4798                 53.1408234 -27.79285240
Coe_4799                 53.1241913 -27.79286575
Coe_4803                 53.1373291 -27.79284668
Coe_4812                 53.1699676 -27.79275322
Coe_4817                 53.1381989 -27.79272652
Coe_4844                 53.1411819 -27.79260254
Coe_4852                 53.1403160 -27.79258728
Coe_4955                 53.1293335 -27.79210854
Coe_4964                 53.1252823 -27.79210854
Coe_4982                 53.1232948 -27.79206657
Coe_4988                 53.1320229 -27.79190254
Coe_5009                 53.1439590 -27.79192924
Coe_5049                 53.1348762 -27.79177284
Coe_5072                 53.1463089 -27.79166031
Coe_5096                 53.1204300 -27.79139709
Coe_5165                 53.1245727 -27.79116249
Coe_5207                 53.1402359 -27.79101753
Coe_5219                 53.1288910 -27.79091072
Coe_5288                 53.1668205 -27.79069519
Coe_5301                 53.1569862 -27.79063606
Coe_5311                 53.1404915 -27.79066849
Coe_5324                 53.1447449 -27.79055023
Coe_5379                 53.1404724 -27.79042816
Coe_5488                 53.1328850 -27.78988075
Coe_5520                 53.1360512 -27.78973389
Coe_5633                 53.1329346 -27.78928566
Coe_5635                 53.1307716 -27.78928566
Coe_5690                 53.1278839 -27.78909111
Coe_5719                 53.1235924 -27.78893852
Coe_5755                 53.1296234 -27.78886032
Coe_5756                 53.1399422 -27.78871346
Coe_5759                 53.1589165 -27.78885078
Coe_5824                 53.1435928 -27.78853989
Coe_5836                 53.1603661 -27.78838539
Coe_5876                 53.1468201 -27.78832054
Coe_5911                 53.1574440 -27.78816032
Coe_5990                 53.1286011 -27.78788567
Coe_5997                 53.1241989 -27.78776741
Coe_6001                 53.1494179 -27.78776932
Coe_6043                 53.1565285 -27.78756142
Coe_6097                 53.1254044 -27.78737068
Coe_6100                 53.1287346 -27.78727913
Coe_6113                 53.1283836 -27.78737831
Coe_6126                 53.1557427 -27.78723907
Coe_6129                 53.1426201 -27.78722572
Coe_6138                 53.1473656 -27.78707695
Coe_6194                 53.1607933 -27.78692436
Coe_6216                 53.1397286 -27.78679657
Coe_6257                 53.1605187 -27.78655815
Coe_6263                 53.1389046 -27.78664398
Coe_6271                 53.1256981 -27.78655052
Coe_6279                 53.1413765 -27.78653908
Coe_6302                 53.1633034 -27.78647423
Coe_6314                 53.1351662 -27.78644562
Coe_6362                 53.1567268 -27.78607750
Coe_6367                 53.1452370 -27.78617096
Coe_6380                 53.1595345 -27.78610039
Coe_6384                 53.1359940 -27.78595734
Coe_6402                 53.1302681 -27.78573227
Coe_6408                 53.1506195 -27.78589439
Coe_6514                 53.1342964 -27.78544617
Coe_6522                 53.1402741 -27.78542519
Coe_6556                 53.1400642 -27.78534889
Coe_6600                 53.1606255 -27.78513527
Coe_6644                 53.1483726 -27.78478241
Coe_6646                 53.1271210 -27.78491211
Coe_6650                 53.1544037 -27.78494072
Coe_6672                 53.1478462 -27.78492165
Coe_6818                 53.1394348 -27.78427887
Coe_6844                 53.1498299 -27.78412819
Coe_6989                 53.1493950 -27.78352737
Coe_7023                 53.1457367 -27.78337860
Coe_7068                 53.1301804 -27.78314400
Coe_7095                 53.1408119 -27.78293800
Coe_7147                 53.1362839 -27.78274536
Coe_7156                 53.1561089 -27.78261566
Coe_7204                 53.1564369 -27.78241920
Coe_7258                 53.1387444 -27.78214264
Coe_7276                 53.1308708 -27.78202820
Coe_7301                 53.1463776 -27.78184700
Coe_7309                 53.1424179 -27.78184319
Coe_7314                 53.1321564 -27.78177071
Coe_7324                 53.1426086 -27.78172874
Coe_7341                 53.1435547 -27.78166771
Coe_7386                 53.1388283 -27.78136063
Coe_7420                 53.1422348 -27.78121567
Coe_7430                 53.1350326 -27.78116417
Coe_7431                 53.1482391 -27.78118134
Coe_7488                 53.1515656 -27.78089905
Coe_7496                 53.1562386 -27.78088188
Coe_7527                 53.1445427 -27.76990891
Coe_7562                 53.1502762 -27.77993393
Coe_7603                 53.1498528 -27.77969170
Coe_7697                 53.1420670 -27.77840424
Coe_7716                 53.1340752 -27.77958488
Coe_7753                 53.1442833 -27.77103806
Coe_7831                 53.1531105 -27.77252769
Coe_7833                 53.1501388 -27.77900696
Coe_7926                 53.1434860 -27.77220726
Coe_8093                 53.1421432 -27.77352524
Coe_8144                 53.1420021 -27.77350426
Coe_8179                 53.1481209 -27.77715111
Coe_8223                 53.1405525 -27.77383423
Coe_8391                 53.1406937 -27.77487373
Coe_8452                 53.1417694 -27.77515602
Coe_8492                 53.1397286 -27.77612686
Coe_8538                 53.1450501 -27.77538109
Coe_8557                 53.1389313 -27.77567101
Coe_8722                 53.1357460 -27.77776527
Coe_8732                 53.1477699 -27.77724075
Coe_8756                 53.1353569 -27.77742386
Coe_8876                 53.1560326 -27.77899361
Coe_8885                 53.1388855 -27.77840233
Coe_8917                 53.1343422 -27.77980042
Coe_8960                 53.1380348 -27.77945709
Coe_8980                 53.1370621 -27.77888107
Coe_8996                 53.1476059 -27.76956749
Coe_8998                 53.1493378 -27.77850342
Coe_9013                 53.1550102 -27.78012657
Coe_9173                 53.1470871 -27.76877594
Coe_9307                 53.1514282 -27.76868439
Coe_9399                 53.1465492 -27.76692200
Coe_9435                 53.1476746 -27.76736069
Coe_9491                 53.1485367 -27.76570702
Coe_20148                53.1523666 -27.80011559
Coe_30118                53.1589394 -27.82357025
Coe_30310                53.1582108 -27.81940651
Coe_30313                53.1579895 -27.81936455
Coe_30314                53.1522522 -27.81942368
Coe_30336                53.1568871 -27.81891823
Coe_30455                53.1724968 -27.81728172
Coe_30473                53.1770096 -27.81698799
Coe_30576                53.1553078 -27.81559753
Coe_30597                53.1512794 -27.81535912
Coe_30729                53.1683197 -27.81338120
Coe_30741                53.1541786 -27.81315613
Coe_30743                53.1467133 -27.81285286
Coe_30771                53.1522789 -27.81267166
Coe_30833                53.1553459 -27.81173515
Coe_30836                53.1467056 -27.81173515
Coe_30837                53.1552887 -27.81168747
Coe_30935                53.1518059 -27.81045341
Coe_31017                53.1665688 -27.80951500
Coe_31090                53.1689453 -27.80864334
Coe_31109                53.1526909 -27.80869865
Coe_31180                53.1589661 -27.80802155
Coe_31183                53.1429215 -27.80795860
Coe_31278                53.1508713 -27.80710793
Coe_31319                53.1635895 -27.80677986
Coe_31358                53.1408882 -27.80651093
Coe_31379                53.1527901 -27.80622864
Coe_31404                53.1695023 -27.80609894
Coe_31612                53.1601906 -27.80425835
Coe_31750                53.1389885 -27.80312920
Coe_31932                53.1459847 -27.80155563
Coe_32125                53.1418877 -27.80014229
Coe_32150                53.1367416 -27.80001259
Coe_32164                53.1415672 -27.79991913
Coe_32431                53.1273499 -27.79822731
Coe_32456                53.1427154 -27.79801369
Coe_32533                53.1365013 -27.79747772
Coe_32752                53.1628990 -27.79612923
Coe_32782                53.1595001 -27.79589844
Coe_32881                53.1287689 -27.79544640
Coe_32951                53.1320419 -27.79495430
Coe_32974                53.1321030 -27.79484367
Coe_33075                53.1620369 -27.79430199
Coe_33161                53.1558914 -27.79375267
Coe_33215                53.1517067 -27.79348564
Coe_33220                53.1242867 -27.79335022
Coe_33267                53.1219139 -27.79317284
Coe_33347                53.1470566 -27.79259491
Coe_33348                53.1647835 -27.79262352
Coe_33388                53.1420174 -27.79231071
Coe_33425                53.1679840 -27.79202080
Coe_33440                53.1683388 -27.79195786
Coe_33445                53.1268578 -27.79198074
Coe_33508                53.1688042 -27.79144478
Coe_33607                53.1357994 -27.79095459
Coe_33801                53.1261253 -27.78981400
Coe_33917                53.1317902 -27.78928947
Coe_33926                53.1373405 -27.78928757
Coe_33928                53.1660004 -27.78918266
Coe_34183                53.1331978 -27.78764153
Coe_34322                53.1538391 -27.78667259
Coe_34369                53.1552963 -27.78638268
Coe_34469                53.1584587 -27.78581238
Coe_34562                53.1631088 -27.78520966
Coe_34591                53.1560135 -27.78508949
Coe_34618                53.1389351 -27.78493309
Coe_34727                53.1387138 -27.78430748
Coe_35061                53.1567040 -27.78202248
Coe_35119                53.1340561 -27.78148842
Coe_35453                53.1431045 -27.77148628
Coe_35510                53.1436882 -27.77161026
Coe_35786                53.1563301 -27.77723503
Coe_35858                53.1436844 -27.77620888
Coe_35993                53.1547546 -27.77617455
Coe_36000                53.1554604 -27.77648354
Coe_36118                53.1549110 -27.77763748
Coe_36126                53.1359253 -27.77791405
Coe_36153                53.1360664 -27.77803230
Coe_36201                53.1351204 -27.77938461
Coe_36221                53.1564293 -27.77913094
Coe_36378                53.1505203 -27.77891731
Coe_36488                53.1447220 -27.76792336
Coe_41106                53.1636925 -27.78946686
Coe_41107                53.1705704 -27.79495430
Coe_41179                53.1652412 -27.80036926
Coe_41222                53.1681213 -27.81095314
Coe_41227                53.1530685 -27.80039787
Coe_50007                53.1629944 -27.83283615
Coe_50010                53.1666756 -27.83288765
Coe_50011                53.1633720 -27.83286667
Coe_50013                53.1659584 -27.83277321
Coe_50037                53.1651611 -27.83185959
Coe_50039                53.1629944 -27.83159828
Coe_50053                53.1643143 -27.83150864
Coe_50054                53.1646919 -27.83150101
Coe_50056                53.1650887 -27.83156776
Coe_50063                53.1645012 -27.83140182
Coe_50066                53.1635742 -27.83142853
Coe_50070                53.1614113 -27.83130836
Coe_50100                53.1622505 -27.83089828
Coe_50104                53.1649704 -27.83070374
Coe_50115                53.1626129 -27.83066940
Coe_50132                53.1629677 -27.83033371
Coe_50141                53.1684380 -27.83017349
Coe_50176                53.1682816 -27.82963562
Coe_50177                53.1595078 -27.82957840
Coe_50186                53.1653862 -27.82940102
Coe_50238                53.1670685 -27.82867813
Coe_50288                53.1693153 -27.82771301
Coe_50289                53.1592369 -27.82773018
Coe_50290                53.1662483 -27.82772636
Coe_50293                53.1589928 -27.82760620
Coe_50318                53.1577072 -27.82680130
Coe_50339                53.1564140 -27.82699203
Coe_50341                53.1677284 -27.82699394
Coe_50346                53.1556435 -27.82683754
Coe_50365                53.1623001 -27.82659531
Coe_50370                53.1633492 -27.82641792
Coe_50379                53.1629829 -27.82644463
Coe_50396                53.1547318 -27.82601738
Coe_50431                53.1727600 -27.82545090
Coe_50433                53.1543159 -27.82552719
Coe_50436                53.1675453 -27.82558441
Coe_50441                53.1570320 -27.82534599
Coe_50445                53.1596832 -27.82542419
Coe_50454                53.1700096 -27.82535934
Coe_50466                53.1567841 -27.82520485
Coe_50468                53.1569977 -27.82508469
Coe_50480                53.1690826 -27.82493973
Coe_50483                53.1606903 -27.82483864
Coe_50492                53.1714745 -27.82472610
Coe_50501                53.1588173 -27.82454872
Coe_50511                53.1663284 -27.82452011
Coe_50530                53.1702919 -27.82392502
Coe_50537                53.1603432 -27.82423782
Coe_50546                53.1725960 -27.82409286
Coe_50550                53.1613541 -27.82400703
